sp,wsg
Quiina amazonica,0.92
Quiina florida,0.728
Quiina obovata,0.851
Quintinia acutifolia,0.626
Quintinia altigena,0.55
Quintinia lanceolata,0.56
Quintinia ledermannii,0.44
Quintinia serrata,0.488
Quintinia sieberi,0.482
Radermachera corymbosa,0.32
Radermachera elegans,0.42
Radermachera gigantea,0.48
Radermachera glandulosa,0.45
Radermachera pinnata,0.46
Radermachera sinica,0.63
Radermachera sinica,0.621
Ramisia brasiliensis,0.62
Randia anisophylla,0.56
Randia armata,0.646
Randia armata,0.69
Randia exaltata,0.51
Randia exaltata,0.52
Randia oppositifolia,0.68
Randia racemosa,0.72
Randia scortechinii,0.62
Randia spinosa,0.716
Randia tetracantha,0.7
Randia thurberi,0.86
Rapanea avenis,0.69
Rapanea hasseltii,0.62
Rapanea laetevirens,0.558
Rapanea laetevirens,0.49
Rapanea melanophloeos,0.749
Rapanea melanophloeos,0.663
Rapanea neriifolia,0.701
Rapanea neriifolia,0.57
Rapanea neriifolia,0.643
Rapanea rhododendroides,0.7
Rapanea umbellata,0.86
Rapanea umbellata,0.55
Raputia alba,0.75
Raputia magnifica,1.121
Raukaua crassifolius,0.761
Raukaua linearis,0.81
Raukaua simplex,0.543
Rauvolfia amsoniifolia,0.53
Rauvolfia caffra,0.491
Rauvolfia caffra,0.442
Rauvolfia caffra,0.463
Rauvolfia caffra,0.439
Rauvolfia javanica,0.4
Rauvolfia paraensis,0.55
Rauvolfia praecox,0.46
Rauvolfia praecox,0.43
Rauvolfia praecox,0.489
Rauvolfia purpurascens,0.476
Rauvolfia sumatrana,0.53
Ravenia urbanii,0.9
Ravensara indet,0.594
Ravensara indet,0.664
Ravensara indet,0.823
Ravensara indet,0.829
Ravensara ovalifolia,0.51
Ravensara ovalifolia,0.6
Ravensara polyneura,0.5
Ravensara retusa,0.64
Ravensara retusa,0.734
Rawsonia lucida,0.745
Recchia mexicana,1.02
Recordoxylon amazonicum,0.8
Recordoxylon speciosum,0.76
Recordoxylon speciosum,0.84
Reevesia pubescens,0.58
Reevesia thyrsoidea,0.39
Reevesia thyrsoidea,0.48
Reinwardtiodendron celebicum,0.75
Reinwardtiodendron humile,0.81
Remijia amazonica,0.56
Rhabdodendron macrophyllum,0.8
Rhamnus californica,0.5
Rhamnus cathartica,0.611
Rhamnus crocea,0.75
Rhamnus davurica,0.551
Rhamnus frangula,0.499
Rhamnus glandulosa,0.58
Rhamnus lancifolia,0.38
Rhamnus purshiana,0.5
Rhamnus purshiana,0.501
Rhamnus zeyheri,0.72
Rhizophora apiculata,0.85
Rhizophora apiculata,0.835
Rhizophora candelaria,0.85
Rhizophora harrisonii,0.84
Rhizophora harrisonii,0.88
Rhizophora indet,0.922
Rhizophora mangle,0.89
Rhizophora mangle,0.84
Rhizophora mangle,1.05
Rhizophora mangle,0.904
Rhizophora mangle,0.88
Rhizophora mangle,0.81
Rhizophora mangle,0.91
Rhizophora mucronata,0.771
Rhizophora mucronata,0.82
Rhizophora mucronata,0.74
Rhizophora mucronata,0.835
Rhizophora mucronata,0.904
Rhizophora racemosa,0.88
Rhizophora racemosa,0.999
Rhizophora racemosa,0.92
Rhizophora stylosa,0.84
Rhodamnia acuminata,0.801
Rhodamnia argentea,0.679
Rhodamnia argentea,0.719
Rhodamnia blairiana,0.87
Rhodamnia cinerea,0.85
Rhodamnia cinerea,0.89
Rhodamnia costata,0.719
Rhodamnia dumetorum,0.852
Rhodamnia dumetorum,0.875
Rhodamnia dumetorum,0.858
Rhodamnia dumetorum,0.93
Rhodamnia glauca,0.668
Rhodamnia latifolia,0.76
Rhodamnia mulleri,0.76
Rhodamnia rubescens,0.599
Rhodamnia rubescens,0.663
Rhodamnia rubescens,0.663
Rhodamnia sessiliflora,0.839
Rhododendron arboreum,0.491
Rhododendron maximum,0.5
Rhodolaena bakeriana,0.844
Rhodolaena bakeriana,0.845
Rhodolaena bakeriana,0.845
Rhodolaena bakeriana,0.848
Rhodoleia championii,0.6
Rhodoleia teysmanni,0.62
Rhodoleia teysmanni,0.64
Rhodomyrtus macrocarpa,0.779
Rhodosphaera rhodanthema,0.594
Rhodosphaera rhodanthema,0.585
Rhodosphaera rhodanthema,0.594
Rhodostemonodaphne grandis,0.39
Rhodostemonodaphne praeclara,0.4
Rhoicissus revoilii,0.538
Rhus diversiloba,0.63
Rhus lancea,0.827
Rhus longipes,0.702
Rhus potaninii,0.467
Rhus potaninii,0.487
Rhus pyroides,1.007
Rhus succedanea,0.441
Rhus sylvestris,0.64
Rhus taitensis,0.37
Rhus tenuinervis,0.947
Rhus typhina,0.45
Rhus verniciflua,0.427
Rhus verniciflua,0.397
Rhus verniciflua,0.4
Ribes californicum,0.73
Richeria grandis,0.69
Richeria grandis,0.52
Richeria grandis,0.52
Ricinodendron heudelotii,0.189
Ricinodendron heudelotii,0.2
Ricinodendron heudelotii,0.207
Ricinodendron heudelotii,0.228
Ricinodendron heudelotii,0.229
Rinorea deflexiflora,0.66
Rinorea deflexiflora,0.531
Rinorea ferruginea,0.689
Rinorea flavescens,0.61
Rinorea flavescens,0.65
Rinorea guatemalensis,0.74
Rinorea guianensis,0.78
Rinorea paniculata,0.75
Rinorea pectino-squamata,0.61
Rinorea pubiflora,0.75
Rinorea racemosa,0.682
Rinorea ulmifolia,0.75
Rinorea viridifolia,0.515
Ristantia pachysperma,0.702
Ristantia pachysperma,0.702
Ristantia pachysperma,0.702
Robinia coccinea,0.61
Robinia pseudoacacia,0.66
Robinia pseudoacacia,0.682
Robinia pseudoacacia,0.698
Robinia pseudoacacia,0.652
Robinia pseudoacacia,0.681
Robinsonella mirandae,0.5
Rockinghamia angustifolia,0.689
Rockinghamia angustifolia,0.689
Rollinia annonoides,0.32
Rollinia exsucca,0.32
Rollinia exsucca,0.379
Rollinia exsucca,0.28
Rollinia exsucca,0.52
Rollinia insignis,0.425
Rollinia membranacea,0.3
Rollinia mucosa,0.32
Rollinia pittieri,0.27
Rollinia sericea,0.47
Rondeletia galeottii,0.5
Rothmannia fischeri,0.745
Rothmannia urcelliformis,0.538
Roucheria calophylla,0.88
Roucheria columbiana,0.77
Roupala brasiliensis,0.86
Roupala brasiliensis,1.08
Roupala brasiliensis,0.674
Roupala brasiliensis,0.858
Roupala brasiliensis,1.124
Roupala brasiliensis,0.8
Roupala glabrata,0.86
Roupala glabrata,0.8
Roupala montana,0.89
Roupala montana,0.69
Roupala montana,0.77
Ruagea insignis,0.47
Rubus alceifolius,0.35
Rudgea viburnoides,0.57
Ruizterania albiflora,0.5
Ruizterania albiflora,0.57
Ruizterania albiflora,0.49
Ruizterania albiflora,0.629
Ruizterania albiflora,0.45
Ruizterania albiflora,0.67
Ruizterania albiflora,0.63
Ruizterania albiflora,0.67
Ruizterania retusa,0.74
Ruizterania retusa,0.67
Ruprechtia apetala,0.611
Ruprechtia apetala,0.71
Ruprechtia exploratricis,0.7
Ruprechtia fusca,0.7
Ruprechtia laxiflora,0.602
Ruprechtia laxiflora,0.57
Ruprechtia triflora,0.619
Ryparosa caesia,0.57
Ryparosa fasciculata,0.62
Ryparosa hullettii,0.61
Ryparosa javanica,0.45
Ryparosa kunstleri,0.53
Ryparosa micromera,0.7
Ryparosa multinervosa,0.6
Ryparosa wallichii,0.69
Ryparosa wrayi,0.49
Saccellium brasiliense,0.92
Sacoglottis cydonioides,0.72
Sacoglottis cydonioides,0.827
Sacoglottis cydonioides,0.8
Sacoglottis gabonensis,0.853
Sacoglottis gabonensis,0.783
Sacoglottis gabonensis,0.732
Sacoglottis gabonensis,0.764
Sacoglottis gabonensis,0.807
Sacoglottis gabonensis,0.839
Sacoglottis guianensis,0.908
Sacoglottis guianensis,0.73
Sacoglottis guianensis,0.97
Sacoglottis guianensis,0.827
Sacoglottis guianensis,0.8
Sacoglottis guianensis,0.846
Sacoglottis guianensis,0.77
Sacoglottis indet,0.775
Sacoglottis mattogrossensis,0.77
Sacoglottis procera,0.69
Sageraea elliptica,0.67
Sageraea lanceolata,0.61
Sageraea lanceolata,0.65
Sageraea laurina,0.52
Sageraea listeri,0.758
Sagotia racemosa,0.58
Salacia elliptica,0.76
Salix alba,0.284
Salix babylonica,0.42
Salix caprea,0.396
Salix chaenomeloides,0.43
Salix chilensis,0.49
Salix chilensis,0.343
Salix chilensis,0.39
Salix chilensis,0.421
Salix chilensis,0.39
Salix chilensis,0.39
Salix fragilis,0.36
Salix lasiandra,0.39
Salix macrolepis,0.33
Salix macrolepis,0.32
Salix macrolepis,0.32
Salix matsudana,0.451
Salix matsudana,0.506
Salix matsudana,0.424
Salix matsudana,0.49
Salix nigra,0.36
Salix purpurea,0.46
Salix subserrata,0.525
Salix tetrasperma,0.34
Salix wallichiana,0.46
Salvadora persica,0.594
Salvertia convallariodora,0.65
Sambucus caerulea,0.46
Sambucus mexicana,0.45
Sambucus peruviana,0.429
Sandoricum beccarianum,0.38
Sandoricum emarginatum,0.38
Sandoricum koetjape,0.56
Sandoricum koetjape,0.39
Sandoricum koetjape,0.47
Sandoricum vidalii,0.453
Sandwithia guyanensis,0.74
Santalum acuminatum,0.677
Santalum lanceolatum,0.801
Santalum lanceolatum,0.759
Santalum macgregorii,0.689
Santalum murrayanum,0.623
Santalum spicatum,0.824
Santalum spicatum,0.782
Santalum spicatum,0.907
Santiria apiculata,0.53
Santiria apiculata,0.63
Santiria conferta,0.53
Santiria conferta,0.5
Santiria conferta,0.54
Santiria griffithii,0.64
Santiria griffithii,0.71
Santiria laevigata,0.49
Santiria laevigata,0.56
Santiria lamprocarpa,0.63
Santiria oblongifolia,0.51
Santiria oblongifolia,0.55
Santiria rubiginosa,0.63
Santiria rubiginosa,0.68
Santiria rubiginosa,0.74
Santiria rubra,0.54
Santiria tomentosa,0.52
Santiria tomentosa,0.64
Santiria trimera,0.555
Santiria trimera,0.502
Santiria trimera,0.582
Sapindus divaricatus,0.6
Sapindus laurifolius,1.02
Sapindus laurifolius,0.854
Sapindus laurifolius,0.854
Sapindus mukorossi,0.703
Sapindus mukorossi,0.7
Sapindus rarak,0.51
Sapindus saponaria,0.619
Sapindus saponaria,0.8
Sapindus saponaria,0.83
Sapindus saponaria,0.6
Sapium aucuparium,0.45
Sapium baccatum,0.28
Sapium baccatum,0.34
Sapium baccatum,0.386
Sapium discolor,0.368
Sapium discolor,0.32
Sapium ellipticum,0.551
Sapium glandulosum,0.45
Sapium glandulosum,0.432
Sapium glandulosum,0.52
Sapium glandulosum,0.4
Sapium glandulosum,0.27
Sapium glandulosum,0.47
Sapium glandulosum,0.39
Sapium glandulosum,0.39
Sapium haematospermum,0.33
Sapium haematospermum,0.335
Sapium indet,0.47
Sapium insigne,0.372
Sapium jenmani,0.46
Sapium jenmanii,0.41
Sapium jenmanii,0.47
Sapium laurocerasus,0.38
Sapium luzonicum,0.427
Sapium macrocarpum,0.4
Sapium macrocarpum,0.475
Sapium marmieri,0.42
Sapium marmieri,0.4
Sapium marmieri,0.45
Sapium marmieri,0.39
Sapium marmieri,0.39
Sapium pedicellatum,0.36
Sapium sebiferum,0.483
Sapium sebiferum,0.51
Sapium sebiferum,0.458
Sapium sebiferum,0.441
Sapium stylare,0.47
Sapranthus palanga,0.63
Saraca bijuga,0.54
Saraca declinata,0.44
Saraca dives,0.637
Saraca indica,0.8
Saraca indica,0.496
Saraca minor,0.48
Saraca thaipingensis,0.47
Sarcaulus brasiliensis,0.615
Sarcocephalus cordatus,0.498
Sarcomelicope simplicifolia,0.719
Sarcomelicope simplicifolia,0.788
Sarcomelicope simplicifolia,0.788
Sarcopteryx martyana,0.562
Sarcopteryx stipitata,0.839
Sarcosperma arboreum,0.413
Sarcosperma laurinum,0.486
Sarcosperma laurinum,0.45
Sarcosperma laurinum,0.464
Sarcosperma paniculatum,0.38
Sarcosperma uittienii,0.46
Sarcotheca diversifolia,0.61
Sarcotheca glauca,0.61
Sarcotoechia lanceolata,0.663
Sarcotoechia lanceolata,0.663
Sassafras albidum,0.42
Sassafras tzumu,0.458
Sassafras tzumu,0.503
Sassafras tzumu,0.448
Saurauia capitulata,0.32
Saurauia laevigata,0.435
Saurauia macrantha,0.38
Saurauia roxburghii,0.579
Saurauia tristyla,0.337
Saurauia tristyla,0.341
Saxegothaea conspicua,0.52
Saxegothaea conspicua,0.482
Scaphium affine,0.56
Scaphium borneense,0.5
Scaphium linearicarpum,0.41
Scaphium longiflorum,0.44
Scaphium macropodum,0.52
Scaphium macropodum,0.55
Scaphium macropodum,0.54
Scaphium macropodum,0.51
Schefflera actinophylla,0.413
Schefflera actinophylla,0.413
Schefflera aromatica,0.37
Schefflera decaphylla,0.47
Schefflera decaphylla,0.439
Schefflera decaphylla,0.43
Schefflera morototoni,0.4
Schefflera morototoni,0.47
Schefflera morototoni,0.45
Schefflera morototoni,0.62
Schefflera morototoni,0.53
Schefflera morototoni,0.575
Schefflera morototoni,0.36
Schefflera morototoni,0.422
Schefflera morototoni,0.491
Schefflera morototoni,0.5
Schefflera morototoni,0.387
Schefflera morototoni,0.36
Schefflera morototoni,0.43
Schefflera morototoni,0.4
Schefflera morototoni,0.41
Schefflera morototoni,0.49
Schefflera octophylla,0.387
Schefflera octophylla,0.388
Schefflera octophylla,0.361
Schefflera octophylla,0.364
Schefflera octophylla,0.353
Schefflera rodriguesiana,0.43
Schefflera rodriguesiana,0.43
Schefflera umbellifera,0.276
Schima argentea,0.527
Schima argentea,0.469
Schima argentea,0.579
Schima noronhae,0.59
Schima superba,0.526
Schima superba,0.549
Schima wallichii,0.598
Schima wallichii,0.5
Schima wallichii,0.55
Schima wallichii,0.6
Schima wallichii,0.53
Schima wallichii,0.53
Schima wallichii,0.534
Schima wallichii,0.62
Schinopsis balansae,0.99
Schinopsis balansae,1.2
Schinopsis balansae,1.075
Schinopsis balansae,1.032
Schinopsis brasiliensis,1.23
Schinopsis haenkeana,0.998
Schinopsis indet,1
Schinopsis lorentzii,0.9
Schinopsis quebracho-colorado,0.99
Schinopsis quebracho-colorado,0.9
Schinopsis quebracho-colorado,0.998
Schinopsis quebracho-colorado,1.006
Schinopsis quebracho-colorado,1.04
Schinus johnstonii,0.6
Schinus johnstonii,0.82
Schinus meyeri,0.525
Schinus molle,0.525
Schinziophyton rautanenii,0.189
Schinziophyton rautanenii,0.15
Schistostemon retusum,1
Schizolobium amazonicum,0.49
Schizolobium amazonicum,0.67
Schizolobium parahyba,0.49
Schizolobium parahyba,0.3
Schizolobium parahyba,0.32
Schizolobium parahyba,0.35
Schizolobium parahyba,0.4
Schizolobium parahyba,0.302
Schizolobium parahyba,0.37
Schizolobium parahyba,0.24
Schizolobium parahybum,0.3
Schizolobium robustum,0.34
Schizolobium robustum,0.512
Schizomeria gorumensis,0.56
Schizomeria ilicina,0.51
Schizomeria orthophlebia,0.51
Schizomeria ovata,0.528
Schizomeria ovata,0.544
Schizomeria ovata,0.551
Schizomeria serrata,0.48
Schizomeria serrata,0.551
Schizomeria versteeghii,0.46
Schizomeria whitei,0.594
Schleichera oleosa,0.76
Schleichera oleosa,1.08
Schleichera oleosa,0.81
Schleichera oleosa,0.937
Schleichera trijuga,0.9
Schoutenia accrescens,0.77
Schoutenia kunstleri,0.64
Schoutenia ovata,0.79
Schrebera alata,0.607
Schrebera arborea,0.663
Schrebera swietenioides,0.754
Schrebera trichoclada,0.801
Sciadodendron excelsum,0.53
Sclerocarya birrea,0.508
Sclerocarya caffra,0.469
Sclerolobium albiflorum,0.45
Sclerolobium albiflorum,0.293
Sclerolobium aureum,0.7
Sclerolobium chrysophyllum,0.61
Sclerolobium chrysophyllum,0.62
Sclerolobium denudatum,0.63
Sclerolobium indet,0.52
Sclerolobium indet,0.47
Sclerolobium indet,0.39
Sclerolobium indet,0.38
Sclerolobium melanocarpum,0.524
Sclerolobium melanocarpum,0.696
Sclerolobium melinonii,0.34
Sclerolobium melinonii,0.5
Sclerolobium melinonii,0.47
Sclerolobium melinonii,0.697
Sclerolobium melinonii,0.45
Sclerolobium melinonii,0.54
Sclerolobium micranthum,0.44
Sclerolobium micropetalum,0.215
Sclerolobium micropetalum,0.69
Sclerolobium micropetalum,0.45
Sclerolobium paraense,0.802
Sclerolobium paraense,0.67
Sclerolobium paraense,0.61
Sclerolobium paraense,0.67
Sclerolobium poeppigianum,0.65
Sclerolobium rugosum,0.69
Sclerolobium setiferum,0.51
Scleronema micranthum,0.62
Scleronema micranthum,0.661
Scleronema micranthum,0.552
Scleronema micranthum,0.7
Scleronema micranthum,0.73
Scleronema micranthum,0.56
Scleronema micranthum,0.59
Scleronema micranthum,0.59
Scleronema micranthum,0.62
Scleronema praecox,0.62
Scleronema praecox,0.6
Scleronema praecox,0.56
Scolopia braunii,0.663
Scolopia braunii,0.663
Scolopia indet,0.794
Scolopia saeva,0.83
Scolopia spinosa,0.74
Scolopia zeyheri,0.715
Scorodocarpus borneensis,0.76
Scorodocarpus borneensis,0.72
Scorodocarpus borneensis,0.69
Scorodophloeus zenkeri,0.603
Scorodophloeus zenkeri,0.717
Scorodophloeus zenkeri,0.769
Scorodophloeus zenkeri,0.806
Scottellia kamerunensis,0.542
Scottellia klaineana,0.5
Scottellia klaineana,0.523
Scottellia klaineana,0.56
Scottellia klaineana,0.781
Scottellia klaineana,0.602
Scottellia klaineana,0.538
Scottellia klaineana,0.554
Scottellia klaineana,0.548
Scutia buxifolia,0.701
Scutia buxifolia,0.92
Scutia buxifolia,1.118
Scutinanthe brunnea,0.51
Scutinanthe brunnea,0.61
Scyphiphora hydrophylacea,0.68
Scyphiphora hydrophyllacea,0.69
Scyphocephalium mannii,0.48
Scyphocephalium mannii,0.391
Scyphocephalium mannii,0.397
Scyphocephalium mannii,0.458
Scyphocephalium mannii,0.51
Scyphocephalium mannii,0.518
Scyphocephalium mannii,0.566
Scyphocephalium mannii,0.584
Scyphocephalium mannii,0.663
Scytopetalum tieghemii,0.588
Scytopetalum tieghemii,0.681
Scytopetalum tieghemii,0.611
Scytopetalum tieghemii,0.62
Sebastiania brasiliensis,0.72
Sebastiania brasiliensis,0.627
Sebastiania commersoniana,0.63
Sebastiania commersoniana,0.643
Securinega flexuosa,0.66
Securinega flexuosa,0.7
Securinega flexuosa,0.72
Securinega guaraiuva,0.9
Securinega samoana,0.663
Seguieria langsdorffii,0.59
Semecarpus albescens,0.26
Semecarpus anacardium,0.34
Semecarpus anacardium,0.51
Semecarpus australiensis,0.387
Semecarpus heterophylla,0.32
Semecarpus lucens,0.27
Semecarpus magnifica,0.413
Senefeldera inclinata,0.7
Senefeldera macrophylla,0.86
Senna atomaria,0.8
Senna multijuga,0.57
Senna multijuga,0.594
Senna racemosa,0.54
Senna reticulata,0.45
Senna siamea,0.65
Senna siamea,0.68
Senna siamea,0.44
Senna siamea,0.87
Senna singueana,0.706
Senna timorensis,0.482
Septotheca tessmannii,0.59
Sequoia sempervirens,0.38
Serianthes grandiflora,0.49
Serianthes melanesica,0.32
Serianthes myriadenia,0.48
Sesbania grandiflora,0.41
Sesbania grandiflora,0.51
Sesbania grandiflora,0.431
Sesbania grandiflora,0.441
Sesbania sesban,0.43
Sextonia rubra,0.55
Sextonia rubra,0.57
Sextonia rubra,0.555
Sextonia rubra,0.54
Sextonia rubra,0.51
Sextonia rubra,0.568
Sextonia rubra,0.56
Sextonia rubra,0.44
Sextonia rubra,0.6
Sextonia rubra,0.509
Sextonia rubra,0.52
Sextonia rubra,0.75
Sextonia rubra,0.52
Sextonia rubra,0.54
Shirakiopsis elliptica,0.5
Shirakiopsis elliptica,0.523
Shorea acuminata,0.36
Shorea acuminata,0.48
Shorea acuminatissima,0.37
Shorea acuminatissima,0.41
Shorea agami,0.53
Shorea agsaboensis,0.33
Shorea albida,0.58
Shorea almon,0.39
Shorea amplexicaulis,0.44
Shorea argentifolia,0.51
Shorea argentifolia,0.53
Shorea assamica,0.4
Shorea assamica,0.5
Shorea assamica,0.493
Shorea astylosa,0.72
Shorea atrinervosa,0.79
Shorea atrinervosa,0.75
Shorea atrinervosa,0.77
Shorea balangeran,0.69
Shorea balanocarpoides,0.54
Shorea balanocarpoides,0.64
Shorea beccariana,0.41
Shorea beccariana,0.53
Shorea bentongensis,0.52
Shorea bentongensis,0.57
Shorea blumutensis,0.72
Shorea bracteolata,0.53
Shorea bracteolata,0.54
Shorea ciliata,0.89
Shorea collina,0.82
Shorea contorta,0.47
Shorea contorta,0.39
Shorea coriacea,0.56
Shorea curtisii,0.49
Shorea curtisii,0.52
Shorea curtisii,0.57
Shorea dasyphylla,0.41
Shorea dasyphylla,0.46
Shorea dealbata,0.57
Shorea dealbata,0.62
Shorea elliptica,0.76
Shorea elliptica,0.82
Shorea exelliptica,0.77
Shorea faguetiana,0.46
Shorea faguetiana,0.5
Shorea falcifera,0.84
Shorea falcifera,0.85
Shorea falciferoides,0.72
Shorea fallax,0.5
Shorea ferruginea,0.39
Shorea flemmichii,0.68
Shorea foxworthyi,0.81
Shorea foxworthyi,0.78
Shorea foxworthyi,0.86
Shorea gibbosa,0.41
Shorea gibbosa,0.5
Shorea glauca,0.81
Shorea glauca,0.88
Shorea gratissima,0.64
Shorea gratissima,0.64
Shorea guiso,0.67
Shorea guiso,0.74
Shorea havilandii,0.88
Shorea hemsleyana,0.65
Shorea henryana,0.74
Shorea henryana,0.58
Shorea hopeifolia,0.43
Shorea hopeifolia,0.54
Shorea hypochra,0.59
Shorea hypochra,0.64
Shorea inaequilateralis,0.68
Shorea inappendiculata,0.87
Shorea inappendiculata,0.7
Shorea javanica,0.51
Shorea johorensis,0.4
Shorea johorensis,0.37
Shorea johorensis,0.41
Shorea kalunti,0.46
Shorea kunstleri,0.71
Shorea kunstleri,0.68
Shorea kunstleri,0.76
Shorea laevis,0.53
Shorea laevis,0.8
Shorea laevis,0.73
Shorea lamellata,0.59
Shorea lamellata,0.56
Shorea lamellata,0.6
Shorea lepida,0.38
Shorea lepida,0.41
Shorea leprosula,0.42
Shorea leprosula,0.43
Shorea leprosula,0.47
Shorea leprosula,0.44
Shorea leptoclados,0.44
Shorea longisperma,0.42
Shorea longisperma,0.42
Shorea longisperma,0.48
Shorea lumutensis,0.92
Shorea macrantha,0.52
Shorea macrantha,0.67
Shorea macrophylla,0.32
Shorea macroptera,0.39
Shorea macroptera,0.38
Shorea macroptera,0.46
Shorea macroptera,0.47
Shorea malibato,0.72
Shorea materialis,0.67
Shorea materialis,0.82
Shorea maxima,0.57
Shorea maxwelliana,0.81
Shorea maxwelliana,0.84
Shorea maxwelliana,0.82
Shorea maxwelliana,0.85
Shorea meadiana,0.75
Shorea mecistopteryx,0.42
Shorea mecistopteryx,0.45
Shorea mecistopteryx,0.41
Shorea multiflora,0.53
Shorea multiflora,0.45
Shorea multiflora,0.52
Shorea multiflora,0.54
Shorea negrosensis,0.53
Shorea negrosensis,0.49
Shorea oblongifolia,0.895
Shorea obtusa,0.85
Shorea ochracea,0.43
Shorea ochracea,0.47
Shorea ochrophloia,0.7
Shorea ochrophloia,0.75
Shorea ovalis,0.45
Shorea ovalis,0.41
Shorea ovata,0.6
Shorea ovata,0.68
Shorea pachyphylla,0.62
Shorea palembanica,0.44
Shorea palembanica,0.45
Shorea palembanica,0.47
Shorea palosapis,0.42
Shorea parvifolia,0.36
Shorea parvifolia,0.45
Shorea parvistipulata,0.4
Shorea pauciflora,0.51
Shorea pauciflora,0.48
Shorea pauciflora,0.53
Shorea pauciflora,0.61
Shorea philippinensis,0.43
Shorea pinanga,0.34
Shorea pinanga,0.37
Shorea pinanga,0.38
Shorea platycarpa,0.58
Shorea platycarpa,0.6
Shorea platyclados,0.54
Shorea platyclados,0.49
Shorea platyclados,0.64
Shorea polita,0.52
Shorea polita,0.49
Shorea polysperma,0.52
Shorea polysperma,0.49
Shorea quadrinervis,0.41
Shorea quadrinervis,0.46
Shorea resina-nigra,0.53
Shorea resinosa,0.61
Shorea retinodes,0.61
Shorea robusta,0.73
Shorea roxburghii,0.7
Shorea rugosa,0.52
Shorea rugosa,0.57
Shorea rugosa,0.58
Shorea scaberrima,0.47
Shorea scaberrima,0.47
Shorea scabrida,0.45
Shorea scabrida,0.47
Shorea scrobiculata,0.81
Shorea selanica,0.37
Shorea seminis,0.72
Shorea sericeiflora,0.79
Shorea siamensis,0.82
Shorea siamensis,0.9
Shorea singkawang,0.48
Shorea singkawang,0.58
Shorea smithiana,0.31
Shorea smithiana,0.4
Shorea sororia,0.43
Shorea squamata,0.42
Shorea stenoptera,0.39
Shorea stenoptera,0.27
Shorea suavis,0.78
Shorea submontana,0.86
Shorea sumatrana,0.71
Shorea sumatrana,0.7
Shorea sumatrana,0.72
Shorea superba,0.66
Shorea superba,0.72
Shorea talura,0.62
Shorea teysmanniana,0.54
Shorea teysmanniana,0.47
Shorea uliginosa,0.51
Shorea venulosa,0.65
Shorea virescens,0.4
Shorea virescens,0.47
Shorea xanthophylla,0.51
Shorea xanthophylla,0.53
Sideroxylon capiri,0.76
Sideroxylon foetidissimum,0.9
Sideroxylon foetidissimum,0.89
Sideroxylon indet,1.234
Sideroxylon inerme,0.857
Sideroxylon longepetiolatum,0.48
Sideroxylon obovatum,0.86
Sideroxylon obtusifolium,0.93
Sideroxylon obtusifolium,0.688
Sideroxylon obtusifolium,0.714
Sideroxylon portoricense,0.9
Sideroxylon portoricense,0.93
Sideroxylon salicifolium,0.9
Sideroxylon salicifolium,0.84
Sideroxylon salicifolium,0.86
Simaba cedron,0.49
Simaba cedron,0.413
Simaba cedron,0.52
Simaba multiflora,0.353
Simaba multiflora,0.32
Simaba orinocensis,0.42
Simarouba amara,0.35
Simarouba amara,0.36
Simarouba amara,0.38
Simarouba amara,0.4
Simarouba amara,0.445
Simarouba amara,0.352
Simarouba amara,0.5
Simarouba amara,0.44
Simarouba amara,0.37
Simarouba amara,0.36
Simarouba amara,0.353
Simarouba amara,0.41
Simarouba amara,0.36
Simarouba amara,0.39
Simarouba amara,0.37
Simarouba amara,0.35
Simarouba amara,0.34
Simarouba amara,0.37
Simarouba tulae,0.85
Simarouba versicolor,0.36
Simarouba versicolor,0.48
Simarouba versicolor,0.459
Simarouba versicolor,0.502
Simarouba versicolor,0.39
Simira ecuadorensis,0.8
Simira indet,0.52
Simira indet,0.65
Simira maxonii,0.615
Simira rubescens,0.8
Simira salvadorensis,0.52
Simira salvadorensis,0.68
Simira tinctoria,0.67
Sindora affinis,0.61
Sindora beccariana,0.52
Sindora beccariana,0.57
Sindora bruggemanii,0.54
Sindora coriacea,0.54
Sindora coriacea,0.53
Sindora coriacea,0.58
Sindora echinocalyx,0.61
Sindora galedupa,0.55
Sindora galedupa,0.68
Sindora glabra,0.587
Sindora glabra,0.56
Sindora irpicina,0.48
Sindora javanica,0.57
Sindora klaineana,0.527
Sindora klaineana,0.628
Sindora leiocarpa,0.48
Sindora leiocarpa,0.54
Sindora parvifoliola,0.56
Sindora siamensis,0.62
Sindora siamensis,0.861
Sindora siamensis,0.667
Sindora sumatrana,0.6
Sindora supa,0.44
Sindora supa,0.67
Sindora tonkinensis,0.71
Sindora velutina,0.55
Sindora velutina,0.5
Sindora velutina,0.57
Sindora wallichii,0.59
Sindora wallichii,0.49
Sindora wallichii,0.53
Sindora wallichii,0.55
Sindoropsis letestui,0.56
Sindoropsis letestui,0.588
Sindoropsis letestui,0.565
Sindoropsis letestui,0.573
Sindoropsis letestui,0.702
Sindoropsis letestui,0.705
Sindoropsis letestui,0.713
Sindoropsis letestui,0.715
Siparuna cuspidata,0.62
Siparuna cuspidata,0.69
Siparuna decipiens,0.591
Siparuna decipiens,0.69
Siparuna poeppigii,0.69
Siphonodon australis,0.676
Siphonodon australis,0.7
Siphonodon celastrineus,0.61
Siphonodon celastrineus,0.629
Siphonodon membranaceus,0.719
Siphonodon pendulus,0.607
Sloanea aberrans,0.41
Sloanea australis,0.538
Sloanea australis,0.473
